# Total Phase Data Center(tm) v8.10
# (c) 2005-2026 Total Phase, Inc.
# www.totalphase.com
#
# Wed Apr 01 10:34:36 2026
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Data,Summary,ASCII
1,FS,1801,0:07.995.965,12.416 us,8 B,,14,00,   SETUP txn,40 01 02 02 00 00 00 00,,"@......."
2,FS,1802,0:07.995.965,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,1803,0:07.995.968,7.416 us,11 B,,14,00,      DATA0 packet,C3 40 01 02 02 00 00 00 00 D3 26,,".@........&"
2,FS,1804,0:07.995.976,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,1805,0:07.995.987,7.166 us,0 B,,14,00,   IN txn,,,""
2,FS,1806,0:07.995.987,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,1807,0:07.995.990,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,1808,0:07.995.993,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,1809,0:07.996.960,12.004.016 ms,,,,,[13 SOF],,[Frames: 1995 - 2007] ,""
0,FS,1810,0:07.994.219,15.482.083 ms,2 B,,14,01,IN txn   [1008 POLL],01 60,,".`"
1,FS,1811,0:07.994.219,15.464.833 ms,,,14,01,   [1008 IN-NAK],,,""
1,FS,1812,0:08.009.692,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1813,0:08.009.696,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,1814,0:08.009.700,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1815,0:08.009.962,15.004.516 ms,,,,,[16 SOF],,[Frames: 2008 - 2023] ,""
0,FS,1816,0:08.010.516,15.186.583 ms,2 B,,14,01,IN txn   [995 POLL],01 60,,".`"
1,FS,1817,0:08.010.516,15.169.333 ms,,,14,01,   [995 IN-NAK],,,""
1,FS,1818,0:08.025.694,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1819,0:08.025.697,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,1820,0:08.025.702,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1821,0:08.025.965,15.004.433 ms,,,,,[16 SOF],,[Frames: 2024 - 2039] ,""
0,FS,1822,0:08.026.970,14.727.666 ms,2 B,,14,01,IN txn   [965 POLL],01 60,,".`"
1,FS,1823,0:08.026.970,14.710.500 ms,,,14,01,   [965 IN-NAK],,,""
1,FS,1824,0:08.041.689,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1825,0:08.041.692,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,1826,0:08.041.696,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1827,0:08.041.967,15.004.333 ms,,,,,[16 SOF],,[Frames: 2040 - 7] ,""
0,FS,1828,0:08.042.791,14.909.500 ms,2 B,,14,01,IN txn   [981 POLL],01 60,,".`"
1,FS,1829,0:08.042.791,14.892.333 ms,,,14,01,   [981 IN-NAK],,,""
1,FS,1830,0:08.057.692,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1831,0:08.057.695,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,1832,0:08.057.699,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1833,0:08.057.970,15.004.416 ms,,,,,[16 SOF],,[Frames: 8 - 23] ,""
0,FS,1834,0:08.059.044,14.671.000 ms,2 B,,14,01,IN txn   [962 POLL],01 60,,".`"
1,FS,1835,0:08.059.044,14.653.833 ms,,,14,01,   [962 IN-NAK],,,""
1,FS,1836,0:08.073.706,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1837,0:08.073.709,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,1838,0:08.073.714,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1839,0:08.073.972,15.004.333 ms,,,,,[16 SOF],,[Frames: 24 - 39] ,""
0,FS,1840,0:08.074.423,15.290.333 ms,2 B,,14,01,IN txn   [993 POLL],01 60,,".`"
1,FS,1841,0:08.074.423,15.273.083 ms,,,14,01,   [993 IN-NAK],,,""
1,FS,1842,0:08.089.705,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1843,0:08.089.708,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,1844,0:08.089.713,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1845,0:08.089.975,15.004.333 ms,,,,,[16 SOF],,[Frames: 40 - 55] ,""
0,FS,1846,0:08.090.361,15.346.166 ms,2 B,,14,01,IN txn   [990 POLL],01 60,,".`"
1,FS,1847,0:08.090.361,15.328.916 ms,,,14,01,   [990 IN-NAK],,,""
1,FS,1848,0:08.105.699,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1849,0:08.105.702,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,1850,0:08.105.707,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1851,0:08.105.977,15.004.416 ms,,,,,[16 SOF],,[Frames: 56 - 71] ,""
0,FS,1852,0:08.106.272,15.445.583 ms,2 B,,14,01,IN txn   [1014 POLL],01 60,,".`"
1,FS,1853,0:08.106.272,15.428.333 ms,,,14,01,   [1014 IN-NAK],,,""
1,FS,1854,0:08.121.709,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1855,0:08.121.713,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,1856,0:08.121.717,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1857,0:08.121.980,15.004.333 ms,,,,,[16 SOF],,[Frames: 72 - 87] ,""
0,FS,1858,0:08.122.739,14.980.833 ms,2 B,,14,01,IN txn   [990 POLL],01 60,,".`"
1,FS,1859,0:08.122.739,14.963.583 ms,,,14,01,   [990 IN-NAK],,,""
1,FS,1860,0:08.137.711,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1861,0:08.137.714,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,1862,0:08.137.719,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1863,0:08.137.982,15.004.333 ms,,,,,[16 SOF],,[Frames: 88 - 103] ,""
0,FS,1864,0:08.138.444,15.277.333 ms,2 B,,14,01,IN txn   [1007 POLL],01 60,,".`"
1,FS,1865,0:08.138.444,15.260.166 ms,,,14,01,   [1007 IN-NAK],,,""
1,FS,1866,0:08.153.713,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1867,0:08.153.716,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,1868,0:08.153.721,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1869,0:08.153.984,15.004.416 ms,,,,,[16 SOF],,[Frames: 104 - 119] ,""
0,FS,1870,0:08.154.380,15.350.416 ms,2 B,,14,01,IN txn   [998 POLL],01 60,,".`"
1,FS,1871,0:08.154.380,15.333.250 ms,,,14,01,   [998 IN-NAK],,,""
1,FS,1872,0:08.169.721,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1873,0:08.169.725,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,1874,0:08.169.729,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1875,0:08.169.987,15.004.333 ms,,,,,[16 SOF],,[Frames: 120 - 135] ,""
0,FS,1876,0:08.170.510,15.218.416 ms,2 B,,14,01,IN txn   [989 POLL],01 60,,".`"
1,FS,1877,0:08.170.510,15.201.083 ms,,,14,01,   [989 IN-NAK],,,""
1,FS,1878,0:08.185.720,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1879,0:08.185.723,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,1880,0:08.185.727,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1881,0:08.185.989,15.004.333 ms,,,,,[16 SOF],,[Frames: 136 - 151] ,""
0,FS,1882,0:08.186.460,15.294.333 ms,2 B,,14,01,IN txn   [985 POLL],01 60,,".`"
1,FS,1883,0:08.186.460,15.264.416 ms,,,14,01,   [985 IN-NAK],,,""
1,FS,1884,0:08.201.746,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1885,0:08.201.749,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,1886,0:08.201.754,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1887,0:08.201.992,15.004.416 ms,,,,,[16 SOF],,[Frames: 152 - 167] ,""
0,FS,1888,0:08.203.143,14.589.333 ms,2 B,,14,01,IN txn   [965 POLL],01 60,,".`"
1,FS,1889,0:08.203.143,14.572.083 ms,,,14,01,   [965 IN-NAK],,,""
1,FS,1890,0:08.217.724,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1891,0:08.217.727,3.600 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,1892,0:08.217.732,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1893,0:08.217.994,15.004.333 ms,,,,,[16 SOF],,[Frames: 168 - 183] ,""
0,FS,1894,0:08.218.762,14.973.916 ms,2 B,,14,01,IN txn   [983 POLL],01 60,,".`"
1,FS,1895,0:08.218.762,14.956.666 ms,,,14,01,   [983 IN-NAK],,,""
1,FS,1896,0:08.233.727,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1897,0:08.233.730,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,1898,0:08.233.735,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1899,0:08.233.997,2.002.333 ms,,,,,[3 SOF],,[Frames: 184 - 186] ,""
0,FS,1900,0:08.236.064,29.833 us,0 B,,14,00,Control Transfer,,,""
1,FS,1901,0:08.236.064,12.416 us,8 B,,14,00,   SETUP txn,40 01 00 01 00 00 00 00,,"@......."
2,FS,1902,0:08.236.064,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,1903,0:08.236.067,7.416 us,11 B,,14,00,      DATA0 packet,C3 40 01 00 01 00 00 00 00 96 C4,,".@........."
2,FS,1904,0:08.236.076,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,1905,0:08.236.087,7.166 us,0 B,,14,00,   IN txn,,,""
2,FS,1906,0:08.236.087,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,1907,0:08.236.090,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,1908,0:08.236.093,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,1909,0:08.236.997,2.083 us,,,,,[1 SOF],,[Frame: 187] ,""
0,FS,1910,0:08.237.098,48.083 us,0 B,,14,00,Control Transfer,,,""
1,FS,1911,0:08.237.098,12.333 us,8 B,,14,00,   SETUP txn,40 01 00 02 00 00 00 00,,"@......."
2,FS,1912,0:08.237.098,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,1913,0:08.237.101,7.416 us,11 B,,14,00,      DATA0 packet,C3 40 01 00 02 00 00 00 00 D2 C4,,".@........."
2,FS,1914,0:08.237.110,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,1915,0:08.237.139,7.166 us,0 B,,14,00,   IN txn,,,""
2,FS,1916,0:08.237.139,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,1917,0:08.237.142,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,1918,0:08.237.146,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,1919,0:08.237.997,11.003.750 ms,,,,,[12 SOF],,[Frames: 188 - 199] ,""
0,FS,1920,0:08.234.856,14.881.000 ms,2 B,,14,01,IN txn   [974 POLL],01 60,,".`"
1,FS,1921,0:08.234.856,14.863.833 ms,,,14,01,   [974 IN-NAK],,,""
1,FS,1922,0:08.249.729,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1923,0:08.249.732,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,1924,0:08.249.737,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1925,0:08.249.999,15.004.416 ms,,,,,[16 SOF],,[Frames: 200 - 215] ,""
0,FS,1926,0:08.250.758,14.986.000 ms,2 B,,14,01,IN txn   [991 POLL],01 60,,".`"
1,FS,1927,0:08.250.758,14.968.916 ms,,,14,01,   [991 IN-NAK],,,""
1,FS,1928,0:08.265.736,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1929,0:08.265.739,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,1930,0:08.265.743,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1931,0:08.266.002,15.004.416 ms,,,,,[16 SOF],,[Frames: 216 - 231] ,""
0,FS,1932,0:08.267.006,14.736.250 ms,2 B,,14,01,IN txn   [978 POLL],01 60,,".`"
1,FS,1933,0:08.267.006,14.719.083 ms,,,14,01,   [978 IN-NAK],,,""
1,FS,1934,0:08.281.734,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1935,0:08.281.737,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,1936,0:08.281.742,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1937,0:08.282.004,15.004.333 ms,,,,,[16 SOF],,[Frames: 232 - 247] ,""
0,FS,1938,0:08.283.009,14.736.750 ms,2 B,,14,01,IN txn   [968 POLL],01 60,,".`"
1,FS,1939,0:08.283.009,14.719.416 ms,,,14,01,   [968 IN-NAK],,,""
1,FS,1940,0:08.297.737,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1941,0:08.297.740,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,1942,0:08.297.745,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1943,0:08.298.006,15.004.416 ms,,,,,[16 SOF],,[Frames: 248 - 263] ,""
0,FS,1944,0:08.298.477,15.269.750 ms,2 B,,14,01,IN txn   [1002 POLL],01 60,,".`"
1,FS,1945,0:08.298.477,15.252.583 ms,,,14,01,   [1002 IN-NAK],,,""
1,FS,1946,0:08.313.738,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1947,0:08.313.741,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,1948,0:08.313.746,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1949,0:08.314.009,15.004.416 ms,,,,,[16 SOF],,[Frames: 264 - 279] ,""
0,FS,1950,0:08.314.369,15.380.583 ms,2 B,,14,01,IN txn   [1010 POLL],01 60,,".`"
1,FS,1951,0:08.314.369,15.363.333 ms,,,14,01,   [1010 IN-NAK],,,""
1,FS,1952,0:08.329.741,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1953,0:08.329.744,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,1954,0:08.329.748,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1955,0:08.330.011,15.004.333 ms,,,,,[16 SOF],,[Frames: 280 - 295] ,""
0,FS,1956,0:08.330.392,15.363.916 ms,2 B,,14,01,IN txn   [1000 POLL],01 60,,".`"
1,FS,1957,0:08.330.392,15.346.666 ms,,,14,01,   [1000 IN-NAK],,,""
1,FS,1958,0:08.345.748,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1959,0:08.345.751,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,1960,0:08.345.756,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1961,0:08.346.014,15.004.416 ms,,,,,[16 SOF],,[Frames: 296 - 311] ,""
0,FS,1962,0:08.346.412,15.343.000 ms,2 B,,14,01,IN txn   [1010 POLL],01 60,,".`"
1,FS,1963,0:08.346.412,15.325.833 ms,,,14,01,   [1010 IN-NAK],,,""
1,FS,1964,0:08.361.746,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1965,0:08.361.749,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,1966,0:08.361.754,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1967,0:08.362.016,15.004.416 ms,,,,,[16 SOF],,[Frames: 312 - 327] ,""
0,FS,1968,0:08.362.670,15.086.166 ms,2 B,,14,01,IN txn   [995 POLL],01 60,,".`"
1,FS,1969,0:08.362.670,15.068.916 ms,,,14,01,   [995 IN-NAK],,,""
1,FS,1970,0:08.377.747,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1971,0:08.377.751,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,1972,0:08.377.755,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1973,0:08.378.019,15.004.333 ms,,,,,[16 SOF],,[Frames: 328 - 343] ,""
0,FS,1974,0:08.378.436,15.325.666 ms,2 B,,14,01,IN txn   [1008 POLL],01 60,,".`"
1,FS,1975,0:08.378.436,15.308.500 ms,,,14,01,   [1008 IN-NAK],,,""
1,FS,1976,0:08.393.753,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1977,0:08.393.757,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,1978,0:08.393.761,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1979,0:08.394.021,15.004.416 ms,,,,,[16 SOF],,[Frames: 344 - 359] ,""
0,FS,1980,0:08.395.118,14.668.500 ms,2 B,,14,01,IN txn   [950 POLL],01 60,,".`"
1,FS,1981,0:08.395.118,14.637.666 ms,,,14,01,   [950 IN-NAK],,,""
1,FS,1982,0:08.409.777,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1983,0:08.409.781,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,1984,0:08.409.785,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1985,0:08.410.024,15.004.416 ms,,,,,[16 SOF],,[Frames: 360 - 375] ,""
0,FS,1986,0:08.410.722,15.066.666 ms,2 B,,14,01,IN txn   [977 POLL],01 60,,".`"
1,FS,1987,0:08.410.722,15.034.500 ms,,,14,01,   [977 IN-NAK],,,""
1,FS,1988,0:08.425.780,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,1989,0:08.425.783,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,1990,0:08.425.788,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,1991,0:08.426.026,11.003.750 ms,,,,,[12 SOF],,[Frames: 376 - 387] ,""
0,FS,1992,0:08.437.062,29.250 us,0 B,,14,00,Control Transfer,,,""
1,FS,1993,0:08.437.062,12.416 us,8 B,,14,00,   SETUP txn,40 01 01 01 00 00 00 00,,"@......."
2,FS,1994,0:08.437.062,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,1995,0:08.437.065,7.416 us,11 B,,14,00,      DATA0 packet,C3 40 01 01 01 00 00 00 00 97 15,,".@........."
2,FS,1996,0:08.437.074,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,1997,0:08.437.084,7.166 us,0 B,,14,00,   IN txn,,,""
2,FS,1998,0:08.437.084,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,1999,0:08.437.087,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,2000,0:08.437.091,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,2001,0:08.437.746,43.333 us,0 B,,14,00,Control Transfer,,,""
1,FS,2002,0:08.437.746,12.416 us,8 B,,14,00,   SETUP txn,40 01 02 02 00 00 00 00,,"@......."
2,FS,2003,0:08.437.746,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,2004,0:08.437.749,7.416 us,11 B,,14,00,      DATA0 packet,C3 40 01 02 02 00 00 00 00 D3 26,,".@........&"
2,FS,2005,0:08.437.757,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,2006,0:08.437.782,7.166 us,0 B,,14,00,   IN txn,,,""
2,FS,2007,0:08.437.782,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,2008,0:08.437.785,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,2009,0:08.437.788,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,2010,0:08.438.028,3.002.500 ms,,,,,[4 SOF],,[Frames: 388 - 391] ,""
0,FS,2011,0:08.426.460,15.318.083 ms,2 B,,14,01,IN txn   [1005 POLL],01 60,,".`"
1,FS,2012,0:08.426.460,15.293.666 ms,,,14,01,   [1005 IN-NAK],,,""
1,FS,2013,0:08.441.770,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2014,0:08.441.773,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,2015,0:08.441.778,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2016,0:08.442.028,15.004.416 ms,,,,,[16 SOF],,[Frames: 392 - 407] ,""
0,FS,2017,0:08.442.632,15.136.666 ms,2 B,,14,01,IN txn   [999 POLL],01 60,,".`"
1,FS,2018,0:08.442.632,15.119.416 ms,,,14,01,   [999 IN-NAK],,,""
1,FS,2019,0:08.457.761,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2020,0:08.457.764,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,2021,0:08.457.768,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2022,0:08.458.031,15.004.416 ms,,,,,[16 SOF],,[Frames: 408 - 423] ,""
0,FS,2023,0:08.458.323,15.445.250 ms,2 B,,14,01,IN txn   [1020 POLL],01 60,,".`"
1,FS,2024,0:08.458.323,15.422.750 ms,,,14,01,   [1020 IN-NAK],,,""
1,FS,2025,0:08.473.760,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2026,0:08.473.763,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,2027,0:08.473.768,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2028,0:08.474.033,15.004.333 ms,,,,,[16 SOF],,[Frames: 424 - 439] ,""
0,FS,2029,0:08.474.306,15.467.916 ms,2 B,,14,01,IN txn   [1024 POLL],01 60,,".`"
1,FS,2030,0:08.474.306,15.450.750 ms,,,14,01,   [1024 IN-NAK],,,""
1,FS,2031,0:08.489.766,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2032,0:08.489.769,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,2033,0:08.489.773,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2034,0:08.490.036,15.004.333 ms,,,,,[16 SOF],,[Frames: 440 - 455] ,""
0,FS,2035,0:08.491.040,14.727.833 ms,2 B,,14,01,IN txn   [975 POLL],01 60,,".`"
1,FS,2036,0:08.491.040,14.710.666 ms,,,14,01,   [975 IN-NAK],,,""
1,FS,2037,0:08.505.760,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2038,0:08.505.763,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,2039,0:08.505.767,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2040,0:08.506.038,15.004.416 ms,,,,,[16 SOF],,[Frames: 456 - 471] ,""
0,FS,2041,0:08.506.729,15.050.416 ms,2 B,,14,01,IN txn   [987 POLL],01 60,,".`"
1,FS,2042,0:08.506.729,15.033.250 ms,,,14,01,   [987 IN-NAK],,,""
1,FS,2043,0:08.521.770,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2044,0:08.521.774,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,2045,0:08.521.778,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2046,0:08.522.041,15.004.333 ms,,,,,[16 SOF],,[Frames: 472 - 487] ,""
0,FS,2047,0:08.522.625,15.155.166 ms,2 B,,14,01,IN txn   [1000 POLL],01 60,,".`"
1,FS,2048,0:08.522.625,15.137.916 ms,,,14,01,   [1000 IN-NAK],,,""
1,FS,2049,0:08.537.772,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2050,0:08.537.775,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,2051,0:08.537.780,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2052,0:08.538.043,15.004.333 ms,,,,,[16 SOF],,[Frames: 488 - 503] ,""
0,FS,2053,0:08.538.708,15.076.166 ms,2 B,,14,01,IN txn   [995 POLL],01 60,,".`"
1,FS,2054,0:08.538.708,15.059.000 ms,,,14,01,   [995 IN-NAK],,,""
1,FS,2055,0:08.553.775,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2056,0:08.553.779,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,2057,0:08.553.783,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2058,0:08.554.046,15.004.416 ms,,,,,[16 SOF],,[Frames: 504 - 519] ,""
0,FS,2059,0:08.554.702,15.083.333 ms,2 B,,14,01,IN txn   [993 POLL],01 60,,".`"
1,FS,2060,0:08.554.702,15.066.166 ms,,,14,01,   [993 IN-NAK],,,""
1,FS,2061,0:08.569.777,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2062,0:08.569.780,3.516 us,5 B,,14,01,   DATA0 packet,C3 01 60 FF F7,,"..`.."
1,FS,2063,0:08.569.784,750 ns,1 B,,14,01,   ACK packet,D2,,"."
0,FS,2064,0:08.570.048,15.004.333 ms,,,,,[16 SOF],,[Frames: 520 - 535] ,""
0,FS,2065,0:08.570.557,15.230.750 ms,2 B,,14,01,IN txn   [1009 POLL],01 60,,".`"
1,FS,2066,0:08.570.557,15.213.583 ms,,,14,01,   [1009 IN-NAK],,,""
1,FS,2067,0:08.585.779,2.083 us,3 B,,14,01,   IN packet,69 8E 50,,"i.P"
1,FS,2068,0:08.585.782,3.516 us,5 B,,14,01,   DATA1 packet,4B 01 60 FF F7,,"K.`.."
1,FS,2069,0:08.585.787,750 ns,1 B,,14,01,   ACK packet,D2,,"."
